holding_date,stock_code,stock_name,participant_id,shareholding
2026-03-26,00002,CLP HOLDINGS LIMITED,B01964,158000
2026-03-26,00002,CLP HOLDINGS LIMITED,B01905,147200
2026-03-26,00002,CLP HOLDINGS LIMITED,B02175,146155
2026-03-26,00002,CLP HOLDINGS LIMITED,B01433,145020
2026-03-26,00002,CLP HOLDINGS LIMITED,B01252,143564
2026-03-26,00002,CLP HOLDINGS LIMITED,B01173,137654
2026-03-26,00002,CLP HOLDINGS LIMITED,B01439,137579
2026-03-26,00002,CLP HOLDINGS LIMITED,B02142,134000
2026-03-26,00002,CLP HOLDINGS LIMITED,B01567,130462
2026-03-26,00002,CLP HOLDINGS LIMITED,B01551,130100
2026-03-26,00002,CLP HOLDINGS LIMITED,B01843,127133
2026-03-26,00002,CLP HOLDINGS LIMITED,B01588,125286
2026-03-26,00002,CLP HOLDINGS LIMITED,B01901,118538
2026-03-26,00002,CLP HOLDINGS LIMITED,B01783,114500
2026-03-26,00002,CLP HOLDINGS LIMITED,B01788,113700
2026-03-26,00002,CLP HOLDINGS LIMITED,B01762,112363
2026-03-26,00002,CLP HOLDINGS LIMITED,B02156,110000
2026-03-26,00002,CLP HOLDINGS LIMITED,B01470,102409
2026-03-26,00002,CLP HOLDINGS LIMITED,B01525,101000
2026-03-26,00002,CLP HOLDINGS LIMITED,B01585,101000
2026-03-26,00002,CLP HOLDINGS LIMITED,B01438,99000
2026-03-26,00002,CLP HOLDINGS LIMITED,B01555,98118
2026-03-26,00002,CLP HOLDINGS LIMITED,B01615,94837
2026-03-26,00002,CLP HOLDINGS LIMITED,B01519,94580
2026-03-26,00002,CLP HOLDINGS LIMITED,B01581,92500
2026-03-26,00002,CLP HOLDINGS LIMITED,B02195,91180
2026-03-26,00002,CLP HOLDINGS LIMITED,B01347,90068
2026-03-26,00002,CLP HOLDINGS LIMITED,B01343,88600
2026-03-26,00002,CLP HOLDINGS LIMITED,B01894,88500
2026-03-26,00002,CLP HOLDINGS LIMITED,B01340,81556
2026-03-26,00002,CLP HOLDINGS LIMITED,B01696,80191
2026-03-26,00002,CLP HOLDINGS LIMITED,B01481,80000
2026-03-26,00002,CLP HOLDINGS LIMITED,B01328,79952
2026-03-26,00002,CLP HOLDINGS LIMITED,B01158,77500
2026-03-26,00002,CLP HOLDINGS LIMITED,B01900,76740
2026-03-26,00002,CLP HOLDINGS LIMITED,B01938,76502
2026-03-26,00002,CLP HOLDINGS LIMITED,B01767,76500
2026-03-26,00002,CLP HOLDINGS LIMITED,B01833,75000
2026-03-26,00002,CLP HOLDINGS LIMITED,B01686,74987
2026-03-26,00002,CLP HOLDINGS LIMITED,B01809,74610
2026-03-26,00002,CLP HOLDINGS LIMITED,B02159,74537
2026-03-26,00002,CLP HOLDINGS LIMITED,B01947,74443
2026-03-26,00002,CLP HOLDINGS LIMITED,B01141,68300
2026-03-26,00002,CLP HOLDINGS LIMITED,B01511,64942
2026-03-26,00002,CLP HOLDINGS LIMITED,B01645,61800
2026-03-26,00002,CLP HOLDINGS LIMITED,B01769,61680
2026-03-26,00002,CLP HOLDINGS LIMITED,B01514,59839
2026-03-26,00002,CLP HOLDINGS LIMITED,B01256,59400
2026-03-26,00002,CLP HOLDINGS LIMITED,B01782,59000
2026-03-26,00002,CLP HOLDINGS LIMITED,B01351,57060
2026-03-26,00002,CLP HOLDINGS LIMITED,B01523,48517
2026-03-26,00002,CLP HOLDINGS LIMITED,B02206,47000
2026-03-26,00002,CLP HOLDINGS LIMITED,B01858,44095
2026-03-26,00002,CLP HOLDINGS LIMITED,B02116,43500
2026-03-26,00002,CLP HOLDINGS LIMITED,B01777,43467
2026-03-26,00002,CLP HOLDINGS LIMITED,B01294,42200
2026-03-26,00002,CLP HOLDINGS LIMITED,B01445,42120
2026-03-26,00002,CLP HOLDINGS LIMITED,B01253,42100
2026-03-26,00002,CLP HOLDINGS LIMITED,B02065,41000
2026-03-26,00002,CLP HOLDINGS LIMITED,B01849,39320
2026-03-26,00002,CLP HOLDINGS LIMITED,B02180,39000
2026-03-26,00002,CLP HOLDINGS LIMITED,B01832,38500
2026-03-26,00002,CLP HOLDINGS LIMITED,B01277,37600
2026-03-26,00002,CLP HOLDINGS LIMITED,B01509,37000
2026-03-26,00002,CLP HOLDINGS LIMITED,B01789,36660
2026-03-26,00002,CLP HOLDINGS LIMITED,B01814,34000
2026-03-26,00002,CLP HOLDINGS LIMITED,B01577,32600
2026-03-26,00002,CLP HOLDINGS LIMITED,B01666,32100
2026-03-26,00002,CLP HOLDINGS LIMITED,B01756,31000
2026-03-26,00002,CLP HOLDINGS LIMITED,B01653,30750
2026-03-26,00002,CLP HOLDINGS LIMITED,B01665,30700
2026-03-26,00002,CLP HOLDINGS LIMITED,B01563,30410
2026-03-26,00002,CLP HOLDINGS LIMITED,B01455,29540
2026-03-26,00002,CLP HOLDINGS LIMITED,B01784,29240
2026-03-26,00002,CLP HOLDINGS LIMITED,B01310,29000
2026-03-26,00002,CLP HOLDINGS LIMITED,B02035,29000
2026-03-26,00002,CLP HOLDINGS LIMITED,B01825,28000
2026-03-26,00002,CLP HOLDINGS LIMITED,B01853,27500
2026-03-26,00002,CLP HOLDINGS LIMITED,B01458,27300
2026-03-26,00002,CLP HOLDINGS LIMITED,B01700,26000
2026-03-26,00002,CLP HOLDINGS LIMITED,B01745,25444
2026-03-26,00002,CLP HOLDINGS LIMITED,B01213,25200
2026-03-26,00002,CLP HOLDINGS LIMITED,B02028,25166
2026-03-26,00002,CLP HOLDINGS LIMITED,B01821,25000
2026-03-26,00002,CLP HOLDINGS LIMITED,B01416,22982
2026-03-26,00002,CLP HOLDINGS LIMITED,B01444,22300
2026-03-26,00002,CLP HOLDINGS LIMITED,B02163,21000
2026-03-26,00002,CLP HOLDINGS LIMITED,B01866,19000
2026-03-26,00002,CLP HOLDINGS LIMITED,B01685,18500
2026-03-26,00002,CLP HOLDINGS LIMITED,B01401,18000
2026-03-26,00002,CLP HOLDINGS LIMITED,B01427,16500
2026-03-26,00002,CLP HOLDINGS LIMITED,B01341,15000
2026-03-26,00002,CLP HOLDINGS LIMITED,B01389,15000
2026-03-26,00002,CLP HOLDINGS LIMITED,B01863,15000
2026-03-26,00002,CLP HOLDINGS LIMITED,B01290,14471
2026-03-26,00002,CLP HOLDINGS LIMITED,B01915,14374
2026-03-26,00002,CLP HOLDINGS LIMITED,B01654,13171
2026-03-26,00002,CLP HOLDINGS LIMITED,B01630,13000
2026-03-26,00002,CLP HOLDINGS LIMITED,B02123,13000
2026-03-26,00002,CLP HOLDINGS LIMITED,B02093,12720
2026-03-26,00002,CLP HOLDINGS LIMITED,B01469,12500
2026-03-26,00002,CLP HOLDINGS LIMITED,B01292,12000
2026-03-26,00002,CLP HOLDINGS LIMITED,B01664,12000
2026-03-26,00002,CLP HOLDINGS LIMITED,B01669,11000
2026-03-26,00002,CLP HOLDINGS LIMITED,B01743,11000
2026-03-26,00002,CLP HOLDINGS LIMITED,B02047,11000
2026-03-26,00002,CLP HOLDINGS LIMITED,B02031,10500
2026-03-26,00002,CLP HOLDINGS LIMITED,B02141,10500
2026-03-26,00002,CLP HOLDINGS LIMITED,B01974,10195
2026-03-26,00002,CLP HOLDINGS LIMITED,B01773,10000
2026-03-26,00002,CLP HOLDINGS LIMITED,B01963,10000
2026-03-26,00002,CLP HOLDINGS LIMITED,B01848,9500
2026-03-26,00002,CLP HOLDINGS LIMITED,B01181,9000
2026-03-26,00002,CLP HOLDINGS LIMITED,B01231,8500
2026-03-26,00002,CLP HOLDINGS LIMITED,B01751,8480
2026-03-26,00002,CLP HOLDINGS LIMITED,B01386,8246
2026-03-26,00002,CLP HOLDINGS LIMITED,B01967,7796
2026-03-26,00002,CLP HOLDINGS LIMITED,B01246,7200
2026-03-26,00002,CLP HOLDINGS LIMITED,B01720,7000
2026-03-26,00002,CLP HOLDINGS LIMITED,B01959,7000
2026-03-26,00002,CLP HOLDINGS LIMITED,B01684,6806
2026-03-26,00002,CLP HOLDINGS LIMITED,B01714,6485
2026-03-26,00002,CLP HOLDINGS LIMITED,B01810,6000
2026-03-26,00002,CLP HOLDINGS LIMITED,B01659,5400
2026-03-26,00002,CLP HOLDINGS LIMITED,B01680,5236
2026-03-26,00002,CLP HOLDINGS LIMITED,B01794,5047
2026-03-26,00002,CLP HOLDINGS LIMITED,B01705,5000
2026-03-26,00002,CLP HOLDINGS LIMITED,B01857,5000
2026-03-26,00002,CLP HOLDINGS LIMITED,B01936,5000
2026-03-26,00002,CLP HOLDINGS LIMITED,B02032,5000
2026-03-26,00002,CLP HOLDINGS LIMITED,B02042,5000
2026-03-26,00002,CLP HOLDINGS LIMITED,B02073,5000
2026-03-26,00002,CLP HOLDINGS LIMITED,B01661,4000
2026-03-26,00002,CLP HOLDINGS LIMITED,B01753,4000
2026-03-26,00002,CLP HOLDINGS LIMITED,B02166,4000
2026-03-26,00002,CLP HOLDINGS LIMITED,B02176,4000
2026-03-26,00002,CLP HOLDINGS LIMITED,B01710,3893
2026-03-26,00002,CLP HOLDINGS LIMITED,B01454,3500
2026-03-26,00002,CLP HOLDINGS LIMITED,B01716,3500
2026-03-26,00002,CLP HOLDINGS LIMITED,B01919,3500
2026-03-26,00002,CLP HOLDINGS LIMITED,B02085,3500
2026-03-26,00002,CLP HOLDINGS LIMITED,B01925,3200
2026-03-26,00002,CLP HOLDINGS LIMITED,B02112,3000
2026-03-26,00002,CLP HOLDINGS LIMITED,B01601,2700
2026-03-26,00002,CLP HOLDINGS LIMITED,B01885,2500
2026-03-26,00002,CLP HOLDINGS LIMITED,B01080,2000
2026-03-26,00002,CLP HOLDINGS LIMITED,B01980,2000
2026-03-26,00002,CLP HOLDINGS LIMITED,B02052,2000
2026-03-26,00002,CLP HOLDINGS LIMITED,B02120,2000
2026-03-26,00002,CLP HOLDINGS LIMITED,B02128,2000
2026-03-26,00002,CLP HOLDINGS LIMITED,B02096,1799
2026-03-26,00002,CLP HOLDINGS LIMITED,B01527,1500
2026-03-26,00002,CLP HOLDINGS LIMITED,B01627,1500
2026-03-26,00002,CLP HOLDINGS LIMITED,B01754,1500
2026-03-26,00002,CLP HOLDINGS LIMITED,B01852,1500
2026-03-26,00002,CLP HOLDINGS LIMITED,B01907,1500
2026-03-26,00002,CLP HOLDINGS LIMITED,B01986,1500
2026-03-26,00002,CLP HOLDINGS LIMITED,B02063,1500
2026-03-26,00002,CLP HOLDINGS LIMITED,B02075,1500
2026-03-26,00002,CLP HOLDINGS LIMITED,B02212,1500
2026-03-26,00002,CLP HOLDINGS LIMITED,B01375,1200
2026-03-26,00002,CLP HOLDINGS LIMITED,B01641,1200
2026-03-26,00002,CLP HOLDINGS LIMITED,B01741,1200
2026-03-26,00002,CLP HOLDINGS LIMITED,B01320,1000
2026-03-26,00002,CLP HOLDINGS LIMITED,B01407,1000
2026-03-26,00002,CLP HOLDINGS LIMITED,B01575,1000
2026-03-26,00002,CLP HOLDINGS LIMITED,B01816,1000
2026-03-26,00002,CLP HOLDINGS LIMITED,B02077,1000
2026-03-26,00002,CLP HOLDINGS LIMITED,B02078,1000
2026-03-26,00002,CLP HOLDINGS LIMITED,B02125,1000
2026-03-26,00002,CLP HOLDINGS LIMITED,B01318,500
2026-03-26,00002,CLP HOLDINGS LIMITED,B01538,500
2026-03-26,00002,CLP HOLDINGS LIMITED,B01660,500
2026-03-26,00002,CLP HOLDINGS LIMITED,B01670,500
2026-03-26,00002,CLP HOLDINGS LIMITED,B01694,500
2026-03-26,00002,CLP HOLDINGS LIMITED,B01868,500
2026-03-26,00002,CLP HOLDINGS LIMITED,B01875,500
2026-03-26,00002,CLP HOLDINGS LIMITED,B01922,500
2026-03-26,00002,CLP HOLDINGS LIMITED,B01998,500
2026-03-26,00002,CLP HOLDINGS LIMITED,B02068,500
2026-03-26,00002,CLP HOLDINGS LIMITED,B02210,500
2026-03-26,00002,CLP HOLDINGS LIMITED,B01830,328
2026-03-26,00002,CLP HOLDINGS LIMITED,B01240,257
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01284,219431973
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01161,171095001
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01089,106010040
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01552,80413605
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01695,60109238
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01183,59713216
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01118,58848335
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01955,49959472
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01727,48643126
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01130,47054900
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01668,39957450
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01423,35709577
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01138,31208977
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01565,26279365
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01353,26220181
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01826,25918625
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01086,25872733
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01576,25104840
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01584,19069781
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01345,18145809
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01590,16981389
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01451,14917541
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01373,13680152
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01610,12831113
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01224,12815817
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01274,12473369
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01497,11463914
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01623,9406941
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01272,8262414
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01228,6968740
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01673,6893856
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01143,6293102
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01842,5759638
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01115,5734574
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01275,5172236
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01169,5086285
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01686,4318760
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01556,4261167
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01787,3876471
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01298,3716740
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01209,3397454
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01356,3337573
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01413,3173324
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01123,3089060
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01338,3060303
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01264,3058037
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01425,3025389
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01252,2787831
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01271,2714353
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01148,2547334
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01564,2491780
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01450,2464201
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01119,2395528
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01929,2357950
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01289,2344392
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01555,2167736
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01265,2093646
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01433,2043821
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01649,1992006
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01546,1970828
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01198,1958197
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01783,1812752
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01511,1756875
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01567,1717346
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01324,1638089
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01129,1618302
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01813,1604753
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01158,1594917
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01904,1551158
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01858,1537333
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01439,1526910
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01974,1473774
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01947,1447728
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01901,1415092
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01939,1411127
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B02132,1383981
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01905,1342912
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01829,1318690
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01438,1305798
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01585,1286355
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01759,1208209
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01267,1165375
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01676,1164096
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01588,1163402
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01523,1155378
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01843,1155062
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01350,1124354
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01459,1121762
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01481,1111244
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01940,1096835
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01938,1074888
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01184,1072573
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01173,1057803
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01809,1027563
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01654,1010783
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01445,995117
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01340,989526
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01483,987829
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01705,952656
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01696,918986
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01900,891957
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01665,884234
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01788,829599
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01470,803452
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01343,792758
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01230,766323
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B02175,749515
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01328,712634
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01563,711406
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B02138,710000
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01213,707173
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01540,691519
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01494,671509
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01455,635151
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01769,606145
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01659,598431
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01407,581516
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01866,574990
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01514,572764
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01615,566976
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01253,564153
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01509,543505
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01789,539178
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01700,534641
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01248,505065
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B02159,485190
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B02177,467594
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01347,436999
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01666,434814
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01581,428094
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B02142,410980
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01351,409796
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B02195,407637
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01777,404765
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01767,403951
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01246,394216
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01959,381455
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01256,370961
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01962,366336
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01833,356176
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01231,355462
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01427,347583
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01294,344586
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01525,328113
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01890,304741
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01653,285906
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01401,285086
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01310,268487
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01645,266637
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01814,263271
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01897,260195
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B02093,259351
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01849,253516
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01577,239158
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01988,233467
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01601,224581
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01458,218608
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01724,218468
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01669,216000
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01660,214164
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01982,212000
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01937,210198
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01416,208648
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01551,192783
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01141,189612
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01741,184908
2026-03-26,00003,"HONG KONG AND CHINA GAS COMPANY LIMITED, THE",B01941,183125
